full_date,temp_average,temp_min,temp_max,precipitation,wind_direction,wind_speed,sea_pressure
2020-12-21,32.72,27.14,37.04,0,287,9,1009.7
2020-12-22,37.76,32,44.06,0,277,18.7,1006.7
2020-12-23,35.24,30.2,37.94,0,273,16.2,1025.7
2020-12-24,39.02,30.2,53.06,0,165,20.9,1023.1
2020-12-25,52.879999999999995,39.92,60.08,37.8,165,31.7,1004.8
2020-12-26,35.78,28.22,39.92,0,236,27.4,1007.8
2020-12-27,30.74,25.16,37.94,0,232,14.4,1023.2
2020-12-28,36.86,28.22,48.92,0,189,15.1,1021.8
2020-12-29,36.86,24.26,42.08,0,295,24.8,1024.5
2020-12-30,28.22,24.26,41,0,239,19.1,1026.7
2020-12-31,41.72,33.08,44.96,2.5,264,23,1018
