full_date,temp_average,temp_min,temp_max,precipitation,wind_direction,wind_speed,sea_pressure
2021-02-03,30.92,28.22,33.98,0,302,16.9,996
2021-02-04,32.54,29.12,37.04,0.3,295,14.4,1006.5
2021-02-05,32.36,26.240000000000002,41,0.3,203,9.7,1006.9
2021-02-06,35.78,30.2,42.08,0,252,20.2,1013
2021-02-07,32.18,26.240000000000002,37.04,11.2,357,14.8,1015.7
2021-02-08,24.62,19.22,29.12,0,278,17.3,1024.9
2021-02-09,24.26,21.2,27.14,4.3,353,9.7,1025.7
2021-02-10,25.16,20.12,31.1,0,305,15.1,1024.6
2021-02-11,24.98,19.22,30.2,0,320,14,1024
2021-02-12,19.04,11.120000000000001,27.14,0,304,16.9,1025.8
2021-02-13,22.64,17.240000000000002,29.12,0,3,15.1,1027
2021-02-14,28.76,26.240000000000002,33.08,0,12,9,1024.1
2021-02-15,30.56,27.14,32,0.8,2,14.8,1023.7
2021-02-16,33.44,30.2,39.92,16,45,18,1006.1
2021-02-17,28.76,23.18,32,0,304,20.5,1023.6
2021-02-18,26.78,24.26,31.1,2.3,17,13.7,1030.6
2021-02-19,27.86,25.16,30.2,10.9,1,17.6,1021.5
2021-02-20,27.32,23.18,31.1,0,317,18,1016.2
2021-02-21,25.880000000000003,19.22,33.08,0,317,15.1,1028.7
2021-02-22,29.12,19.22,39.92,4.1,192,17.6,1017.8
2021-02-23,37.58,33.98,42.980000000000004,0,248,20.5,1002.3
2021-02-24,41.72,37.04,50,0,240,21.6,1010.4
2021-02-25,43.519999999999996,33.08,46.94,0,278,27.7,1012.9
2021-02-26,33.44,28.22,39.92,0,269,14.8,1029.4
2021-02-27,35.42,30.2,46.94,4.3,189,15.8,1023.2
2021-02-28,39.56,35.96,44.06,0.5,250,11.2,1023.6
2021-12-01,38.839999999999996,33.08,46.04,0,258,15.8,1017.9
2021-12-02,45.68,35.96,60.08,0.5,194,18,1007.4
2021-12-03,43.519999999999996,33.08,44.96,0,277,25.9,1007.6
2021-12-04,34.88,28.22,42.08,0,241,15.5,1018.5
2021-12-05,41.18,37.94,46.94,0,260,14,1026.9
2021-12-06,48.92,42.08,62.059999999999995,6.4,177,26.3,1011.3
2021-12-07,43.879999999999995,33.98,44.96,0,276,19.4,1016.8
2021-12-08,35.24,28.22,37.04,0,356,16.2,1017.4
2021-12-09,31.46,26.240000000000002,37.94,0.3,317,15.1,1019.8
2021-12-10,35.24,28.22,44.06,0,59,8.6,1023.3
2021-12-11,43.16,35.06,64.04,6.4,271,20.5,1008.8
2021-12-12,49.64,37.94,62.059999999999995,1,267,27.4,1012.9
2021-12-13,42.620000000000005,37.04,51.98,0,230,25.9,1019.2
2021-12-14,46.4,35.06,51.08,0,307,17.3,1029.4
2021-12-15,38.3,32,44.96,0.5,126,11.9,1035.9
2021-12-16,51.620000000000005,44.96,60.08,4.3,216,23,1015.3
2021-12-17,55.22,42.08,60.08,0,268,25.9,1012.7
2021-12-18,40.64,33.08,42.980000000000004,14.2,0,11.5,1019.5
2021-12-19,36.5,23.18,44.06,9.7,328,23.8,1015.1
2021-12-20,25.52,20.12,33.08,0,260,14.8,1025
2021-12-21,35.06,30.2,44.06,0,235,14.4,1017.1
2021-12-22,39.02,33.08,42.980000000000004,2.3,320,16.2,1002.8
2021-12-23,31.46,24.26,33.08,0,304,20.9,1017.1
2021-12-24,25.880000000000003,23.18,30.2,0,303,6.8,1019.9
2021-12-25,31.28,28.22,35.96,8.1,343,9.7,1004.4
2021-12-26,35.6,33.08,39.92,6.1,317,20.9,1008
2021-12-27,33.08,30.2,35.06,0,303,14,1016.2
2021-12-28,37.22,33.08,46.04,1,252,11.2,1010
2021-12-29,40.28,35.96,42.08,0,357,5.4,1013.6
2021-12-30,39.92,37.94,42.08,1.5,358,5.8,1014.6
2021-12-31,42.08,39.92,46.04,0,64,4.7,1014.4
