full_date,temp_average,temp_min,temp_max,precipitation,wind_direction,wind_speed,sea_pressure
2017-01-01,39.92,33.08,44.06,1.8,261,22.7,1019.2
2017-01-03,41.36,39.92,44.06,22.6,73,29.2,1016.4
2017-01-04,42.620000000000005,33.08,48.02,1.5,270,20.2,995.8
2017-01-05,31.82,27.14,33.98,0,256,23.8,1009.7
2017-01-06,28.76,24.26,31.1,1.5,296,13,1017.5
2017-01-07,22.64,17.240000000000002,24.26,13.5,340,23,1023.1
2017-01-08,17.96,13.100000000000001,22.1,0.3,305,21.6,1022.5
2017-01-09,15.440000000000001,11.120000000000001,20.12,0,253,18,1037.4
2017-01-11,45.32,39.02,55.04,2.3,206,24.1,1023.3
2017-01-12,50.18,41,60.980000000000004,3.8,203,23.4,1016.3
2017-01-13,48.56,25.16,57.92,0,296,26.3,1025.8
2017-01-15,31.46,27.14,37.04,0,309,14.8,1025.9
2017-01-17,37.22,32,42.08,7.6,58,18.4,1022.5
2017-01-18,37.76,32,39.92,9.1,55,22.3,1016.3
2017-01-21,42.8,37.04,55.04,0,235,11.5,1009.4
2017-01-23,37.94,35.06,39.92,7.9,60,40.7,1014.6
2017-01-25,38.48,35.96,44.06,0.5,287,25.2,997.7
2017-01-26,42.260000000000005,37.04,51.08,1.3,230,21.6,994
2017-01-27,40.64,35.96,44.06,0,253,28.4,996.7
2017-01-28,37.22,32,39.92,0,258,24.5,1000.3
2017-01-29,35.96,30.2,42.980000000000004,0,249,18.4,1004.7
2017-01-30,32.9,24.26,35.96,0,290,15.8,1007.6
2017-01-31,24.98,20.12,28.22,1.5,233,11.9,1013.1
2017-02-01,32.18,27.14,42.980000000000004,1.3,274,16.2,1011.6
2017-02-02,35.78,29.12,39.92,0,261,21.6,1016.2
2017-02-03,29.66,25.16,33.08,0,280,18.7,1019.6
2017-02-04,26.78,21.2,33.08,0,276,21.2,1022.7
2017-02-05,32.18,26.240000000000002,44.06,0,229,21.6,1014.1
2017-02-06,35.96,32,39.02,0,278,22.7,1015.9
2017-02-07,34.52,33.08,37.94,11.2,67,26.6,1016
2017-02-08,36.68,25.16,51.98,0.5,294,14.8,1003.5
2017-02-09,32.36,11.120000000000001,39.02,31.8,352,33.8,1002.8
2017-02-10,16.520000000000003,11.120000000000001,25.16,0,308,20.9,1018.3
2017-02-15,32.36,27.14,39.92,5.6,153,11.2,998.3
2017-02-16,33.44,27.14,35.06,1.8,303,26.3,995.6
2017-02-17,30.38,23.18,41,0,282,22.3,1005.1
2017-02-18,36.32,26.240000000000002,48.92,0,230,22,1005.5
2017-02-19,48.74,39.02,59,0,252,17.3,1005.7
2017-02-20,44.239999999999995,33.08,48.02,0,328,18,1020.6
2017-02-21,35.42,30.2,39.92,0,45,14.8,1026.1
2017-02-22,42.620000000000005,37.94,55.94,0,201,13,1014.9
2017-02-23,49.28,39.02,68,0,201,19.8,1010
2017-02-24,56.84,46.04,73.04,0,191,19.1,1012.3
2017-02-26,44.42,32,48.92,0,277,28.1,1009.7
2017-02-27,39.56,30.2,55.04,0,230,27,1025.8
2017-02-28,44.06,39.02,51.08,0,165,12.2,1026.5
2017-12-01,46.22,37.94,51.08,2.3,309,16.6,1019.7
2017-12-03,39.38,33.98,44.06,0,352,7.9,1024.2
2017-12-04,38.839999999999996,33.08,42.980000000000004,0,39,11.5,1030.6
2017-12-05,41.36,37.94,59,2,158,25.6,1023.5
2017-12-07,39.02,33.08,46.94,0,253,18.4,1013
2017-12-08,36.68,31.1,39.02,0,237,15.5,1016
2017-12-10,33.26,31.1,37.94,0.8,264,19.8,1008.5
2017-12-11,34.16,32,39.02,0,261,15.1,1015
2017-12-12,38.839999999999996,33.08,46.04,1,138,18.4,1003.1
2017-12-13,28.4,22.1,35.96,0,270,33.8,993.2
2017-12-14,24.439999999999998,19.22,30.2,0,273,23.8,1005.9
2017-12-15,21.74,17.240000000000002,27.14,0,230,11.9,1015.6
2017-12-16,27.14,22.1,33.98,0,273,22,1013.5
2017-12-17,25.34,20.12,31.1,0,310,15.5,1024.1
2017-12-19,40.1,33.98,51.08,0,226,18.4,1007.1
2017-12-20,43.34,31.1,46.94,0,280,25.2,1008.2
2017-12-21,30.74,26.240000000000002,33.08,0,325,16.2,1020.9
2017-12-22,26.96,23.18,37.94,2.5,27,14.4,1026.7
2017-12-23,30.02,25.16,42.980000000000004,14.7,311,12.6,1014
2017-12-24,35.78,32,39.02,0,343,18,1020
2017-12-26,25.52,19.22,27.14,0,264,24.5,1024.9
2017-12-27,17.6,12.2,20.12,0,279,21.6,1030
2017-12-28,10.220000000000002,5.18,12.2,0,289,27.7,1028
2017-12-29,6.440000000000001,2.1199999999999974,14.18,0,289,18.7,1023.5
2017-12-30,10.940000000000001,6.259999999999998,18.14,0.3,270,13.7,1017.1
2017-12-31,11.66,4.100000000000001,13.100000000000001,0,293,24.8,1019.2
