full_date,temp_average,temp_min,temp_max,precipitation,wind_direction,wind_speed,sea_pressure
2022-12-12,27.86,24.26,33.98,0,337,18.7,1021
2022-12-13,32.36,26.240000000000002,41,0,299,23,1020
2022-12-14,31.46,23.18,37.04,0,309,29.9,1016.8
2022-12-15,37.4,32,44.06,0.8,32,23,1023.7
2022-12-16,43.16,42.08,44.96,32.5,65,39.6,1008.7
2022-12-17,40.1,35.06,42.980000000000004,3.8,300,24.5,1000.7
2022-12-18,37.22,33.08,41,0,277,20.2,1009.9
2022-12-19,35.06,31.1,42.08,0,285,24.1,1017.4
2022-12-20,34.52,30.2,41,0,314,20.5,1026.1
2022-12-21,32.18,27.14,39.02,0,288,9.7,1031.5
2022-12-22,35.06,28.22,44.96,3.6,71,17.6,1030.1
2022-12-23,48.92,19.22,57.02,16.8,158,46.8,993.9
2022-12-24,18.32,11.120000000000001,20.12,0,235,29.9,1003.4
2022-12-25,18.5,14.18,27.14,0,236,24.1,1010.2
2022-12-26,25.880000000000003,21.2,33.98,0,255,18.4,1019.7
2022-12-27,30.74,28.22,35.96,0,266,16.2,1023.2
2022-12-28,32.36,24.26,42.980000000000004,0,217,13.7,1025.3
2022-12-29,40.82,32,53.96,0,206,12.2,1024.4
2022-12-30,48.379999999999995,39.02,62.959999999999994,0,212,14,1023.1
2022-12-31,49.28,44.06,53.96,8.9,202,14.8,1015.3
